,city,lat,lng,country,population
0,Cairo,30.0444,31.2358,Egypt,20296000.0
1,Lagos,6.455,3.3841,Nigeria,16637000.0
2,Luanda,-8.8383,13.2344,Angola,9051000.0
3,Johannesburg,-26.2044,28.0456,South Africa,8000000.0
4,Dar es Salaam,-6.8161,39.2803,Tanzania,7962000.0
5,Khartoum,15.5006,32.56,Sudan,7869000.0
6,Douala,4.05,9.7,Cameroon,5768400.0
7,Giza,29.987,31.2118,Egypt,5598402.0
8,Nairobi,-1.2864,36.8172,Kenya,5545000.0
9,Alexandria,31.1975,29.8925,Egypt,4870000.0
10,Casablanca,33.5333,-7.5833,Morocco,4370000.0
11,Mogadishu,2.0392,45.3419,Somalia,4249083.0
12,Kano,12.0,8.5167,Nigeria,3848885.0
13,Abuja,9.0667,7.4833,Nigeria,3770000.0
14,Ibadan,7.3964,3.9167,Nigeria,3552000.0
15,Algiers,36.7539,3.0589,Algeria,3415811.0
16,Boankra,6.6944,-1.4028,Ghana,3348000.0
17,Addis Ababa,9.03,38.74,Ethiopia,3041002.0
18,Omdurman,15.65,32.4833,Sudan,2805396.0
19,Antananarivo,-18.9333,47.5167,Madagascar,2610000.0
20,Lusaka,-15.4167,28.2833,Zambia,2467563.0
21,Ouagadougou,12.3686,-1.5275,Burkina Faso,2453496.0
22,Yaoundé,3.8667,11.5167,Cameroon,2440462.0
23,Accra,5.55,-0.2,Ghana,2388000.0
24,Harare,-17.8292,31.0522,Zimbabwe,2150000.0
25,Kumasi,6.6667,-1.6167,Ghana,2069350.0
26,Bamako,12.6458,-7.9922,Mali,2009109.0
27,Bamenda,5.9614,10.1517,Cameroon,2000000.0
28,Boosaaso,11.2886,49.1819,Somalia,2000000.0
29,Blantyre,-15.7861,35.0058,Malawi,1895973.0
30,Port Harcourt,4.8242,7.0336,Nigeria,1865000.0
31,Meru,0.05,37.65,Kenya,1833000.0
32,Kampala,0.3136,32.5811,Uganda,1680600.0
33,Conakry,9.5092,-13.7122,Guinea,1667864.0
34,Balandougou,13.3558,-9.5517,Mali,1596882.0
35,Aba,5.1167,7.3667,Nigeria,1530000.0
36,Onitsha,6.1667,6.7833,Nigeria,1483000.0
37,El Kelaa des Srarhna,32.0481,-7.4083,Morocco,1450021.0
38,Dakar,14.6928,-17.4467,Senegal,1438725.0
39,Tripoli,32.8872,13.1914,Libya,1293016.0
40,Cacuaco,-8.8053,13.2444,Angola,1279488.0
41,Soweto,-26.2678,27.8585,South Africa,1271628.0
42,Mombasa,-4.05,39.6667,Kenya,1208333.0
43,Hargeysa,9.5631,44.0675,Somalia,1200000.0
44,Maiduguri,11.8333,13.15,Nigeria,1197497.0
45,Maputo,-25.9667,32.5833,Mozambique,1191613.0
46,Pikine,14.75,-17.4,Senegal,1170791.0
47,Kigali,-1.9536,30.0606,Rwanda,1156663.0
48,Bafoussam,5.4667,10.4167,Cameroon,1146000.0
49,Benin City,6.3333,5.6222,Nigeria,1147188.0
50,Shagamu,6.8333,3.65,Nigeria,1132270.0
51,Fès,34.0433,-5.0033,Morocco,1112072.0
52,N’Djamena,12.11,15.05,Chad,1092066.0
53,Ikare,7.5167,5.75,Nigeria,1099931.0
54,Tamale,9.4075,-0.8533,Ghana,1095808.0
55,Bujumbura,-3.3833,29.3667,Burundi,1075000.0
56,Nouakchott,18.0858,-15.9785,Mauritania,1077169.0
57,Vereeniging,-26.6736,27.9319,South Africa,1074000.0
58,Tunis,36.8064,10.1817,Tunisia,1056247.0
59,Matola,-25.9667,32.4667,Mozambique,1032197.0
60,Ogbomoso,8.1333,4.25,Nigeria,1032000.0
61,Niamey,13.515,2.1175,Niger,1026848.0
62,Shubrā al Khaymah,30.1286,31.2422,Egypt,1025569.0
63,Monrovia,6.3133,-10.8014,Liberia,1021762.0
64,Lilongwe,-13.9833,33.7833,Malawi,989318.0
65,Asmara,15.3228,38.925,Eritrea,963000.0
66,Freetown,8.4844,-13.2344,Sierra Leone,951000.0
67,Bangui,4.3733,18.5628,Central African Republic,889231.0
68,Lomé,6.1319,1.2228,Togo,837437.0
69,Libreville,0.3903,9.4542,Gabon,797003.0
70,Cotonou,6.3667,2.4333,Benin,762000.0
71,Pretoria,-25.7461,28.1881,South Africa,741651.0
72,Djibouti,11.5883,43.145,Djibouti,603900.0
73,Rabat,34.0209,-6.8416,Morocco,572717.0
74,Juba,4.85,31.6,South Sudan,525953.0
75,Maseru,-29.31,27.48,Lesotho,519186.0
76,Bissau,11.85,-15.5667,Guinea-Bissau,492004.0
77,Cape Town,-33.9253,18.4239,South Africa,433688.0
78,Windhoek,-22.57,17.0836,Namibia,322500.0
79,Porto-Novo,6.4972,2.605,Benin,300000.0
80,Bloemfontein,-29.1167,26.2167,South Africa,256185.0
81,Gaborone,-24.6581,25.9122,Botswana,231626.0
82,Dodoma,-6.1731,35.7419,Tanzania,213636.0
83,Malabo,3.75,8.7833,Equatorial Guinea,187302.0
84,Port Louis,-20.1644,57.5042,Mauritius,149194.0
85,Gitega,-3.4283,29.925,Burundi,135467.0
86,Praia,14.918,-23.509,Cabo Verde,127832.0
87,Moroni,-11.699,43.256,Comoros,111329.0
88,São Tomé,0.3361,6.7306,Sao Tome and Principe,56166.0
89,Victoria,-4.6167,55.45,Seychelles,26450.0
90,Tifariti,26.158,-10.567,Morocco,3000.0
91,Domaa-Ahenkro,7.2833,-2.8833,Ghana,1000000.0
92,Al Mijlad,11.0339,27.74,Sudan,985000.0
93,Godē,5.9527,43.5516,Ethiopia,980782.0
94,Al Manşūrah,31.05,31.3833,Egypt,960423.0
95,Tangier,35.7767,-5.8039,Morocco,947952.0
96,Baidoa,3.1167,43.65,Somalia,950000.0
97,Gaalkacyo,6.7697,47.4308,Somalia,950000.0
98,Khartoum North,15.6333,32.6333,Sudan,936349.0
99,Marrakech,31.63,-8.0089,Morocco,928850.0
100,Owerri,5.4833,7.0333,Nigeria,908109.0
101,Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso,903887.0
102,Abeokuta,7.1608,3.3483,Nigeria,888924.0
103,Sale,34.0333,-6.8,Morocco,850403.0
104,Ikeja,6.6186,3.3426,Nigeria,861300.0
105,Oran,35.6969,-0.6331,Algeria,852000.0
106,Akure,7.25,5.195,Nigeria,847903.0
107,Ilorin,8.5,4.55,Nigeria,847582.0
108,Warri,5.5167,5.75,Nigeria,830106.0
109,Mediouna,33.45,-7.51,Morocco,822851.0
110,Androtsy,-24.1,46.3,Madagascar,809313.0
111,Lubango,-14.9167,13.5,Angola,776249.0
112,Kaduna,10.5167,7.4333,Nigeria,760084.0
113,Pietermaritzburg,-29.6167,30.3833,South Africa,750845.0
114,Baardheere,2.3333,42.2833,Somalia,755500.0
115,Burco,9.5279,45.5345,Somalia,750211.0
116,Nampula,-15.1167,39.2667,Mozambique,743000.0
117,Osogbo,7.7667,4.5667,Nigeria,731000.0
118,Cabinda,-5.56,12.19,Angola,739182.0
119,Mwanza,-2.5167,32.9,Tanzania,706453.0
120,Enugu,6.4528,7.5111,Nigeria,715774.0
121,Bauchi,10.3158,9.8442,Nigeria,693700.0
122,Huambo,-12.7767,15.7347,Angola,665564.0
123,Jalingo,8.9195,11.3264,Nigeria,660213.0
124,Abomey-Calavi,6.4486,2.3556,Benin,655965.0
125,Bulawayo,-20.17,28.58,Zimbabwe,653337.0
126,Ērer Sātā,9.5667,41.3833,Ethiopia,649000.0
127,Benghazi,32.1167,20.0667,Libya,631555.0
128,Ḩalwān,29.8453,31.3333,Egypt,619293.0
129,Jos,9.9167,8.8903,Nigeria,622802.0
130,Malanje,-9.5333,16.35,Angola,604215.0
131,Garoua,9.3,13.4,Cameroon,600000.0
132,Durban,-29.8833,31.05,South Africa,595061.0
133,Mbale,1.0806,34.175,Uganda,586300.0
134,Port Sudan,19.6167,37.2167,Sudan,579942.0
135,Al Maḩallah al Kubrá,30.9686,31.1636,Egypt,535278.0
136,Benguela,-12.55,13.4167,Angola,561775.0
137,Rustenburg,-25.6667,27.2428,South Africa,549575.0
138,Nansana,0.3639,32.5286,Uganda,532800.0
139,Kassala,15.45,36.4,Sudan,536009.0
140,Cadaado,6.1403,46.6256,Somalia,534023.0
141,Touba,14.8667,-15.8833,Senegal,529176.0
142,Ndola,-12.9667,28.6333,Zambia,528330.0
143,Port Said,31.2625,32.3061,Egypt,524433.0
144,Meknès,33.895,-5.5547,Morocco,520428.0
145,Suez,29.9667,32.55,Egypt,516959.0
146,Al ‘Āshir min Ramaḑān,30.3065,31.7415,Egypt,511987.0
147,Kitwe,-12.8167,28.2,Zambia,504194.0
148,Kimberley,-28.7383,24.7639,South Africa,500757.0
149,Belas,-8.9983,13.265,Angola,500000.0
150,Talatona,-8.9167,13.1833,Angola,500000.0
151,Ile-Ife,7.4667,4.5667,Nigeria,501952.0
152,Oujda-Angad,34.6867,-1.9114,Morocco,494252.0
153,Marka,1.6833,44.75,Somalia,499000.0
154,Nyala,12.05,24.8833,Sudan,492984.0
155,Berbera,10.4356,45.0164,Somalia,478000.0
156,Mbeya,-8.9,33.45,Tanzania,467000.0
157,Katlehong,-26.3333,28.15,South Africa,467890.0
158,Agege,6.6219,3.3258,Nigeria,459939.0
159,Calabar,4.9767,8.3383,Nigeria,461796.0
160,Ţanţā,30.7833,31.0,Egypt,429503.0
161,Constantine,36.365,6.6147,Algeria,448374.0
162,Ado-Ekiti,7.6167,5.2167,Nigeria,446749.0
163,Beira,-19.8333,34.85,Mozambique,436240.0
164,Welkom,-27.9831,26.7208,South Africa,431944.0
165,Kenitra,34.25,-6.5833,Morocco,431282.0
166,Agadir,30.4333,-9.6,Morocco,421844.0
167,Somolu,6.5408,3.3872,Nigeria,403569.0
168,Uyo,5.05,7.9333,Nigeria,429900.0
169,Sokoto,13.0622,5.2339,Nigeria,427760.0
170,Sidi Bouzid,35.0381,9.4858,Tunisia,429912.0
171,Owo,7.1961,5.5864,Nigeria,425700.0
172,Ugep,5.8,8.0833,Nigeria,420000.0
173,El Obeid,13.1833,30.2167,Sudan,418280.0
174,Arusha,-3.3667,36.6833,Tanzania,416442.0
175,Ajdābiyā,30.7556,20.2253,Libya,416000.0
176,Kisumu,-0.0833,34.7667,Kenya,409928.0
177,Zaria,11.0667,7.7,Nigeria,408198.0
178,Asyūţ,27.1833,31.1667,Egypt,389307.0
179,Khayelitsha,-34.0403,18.6778,South Africa,391749.0
180,Nnewi,6.0167,6.9167,Nigeria,391227.0
181,Thiès,14.7833,-16.9167,Senegal,394544.0
182,Betsiboka,-16.95,46.83,Madagascar,394561.0
183,Yola,9.23,12.46,Nigeria,392854.0
184,Lobito,-12.3597,13.5308,Angola,393079.0
185,Saurimo,-9.65,20.4,Angola,393000.0
186,Gwoza,11.0861,13.6914,Nigeria,388600.0
187,Saki,8.6667,3.4,Nigeria,388225.0
188,Tétouan,35.5667,-5.3667,Morocco,380787.0
189,Bibā,28.9218,30.9844,Egypt,385528.0
190,Oyo,7.85,3.933,Nigeria,386723.0
191,Ilesa,7.6167,4.7167,Nigeria,384334.0
192,Garoowe,8.4,48.4667,Somalia,385000.0
193,Ceel Baraf,3.2073,45.7587,Somalia,384630.0
194,Gusau,12.15,6.6667,Nigeria,383162.0
195,Chitungwiza,-17.9939,31.0481,Zimbabwe,371244.0
196,Mamou,10.3833,-12.0833,Guinea,376269.0
197,Qardho,9.5,49.0833,Somalia,365000.0
198,Newcastle,-27.7464,29.9328,South Africa,363236.0
199,Buurhakaba,2.7833,44.0833,Somalia,360795.0
200,Ash Shuhadā’,30.6039,30.9021,Egypt,358486.0
201,Umuahia,5.5333,7.4833,Nigeria,359230.0
202,Gedaref,14.0333,35.3833,Sudan,354927.0
203,Kismaayo,-0.3581,42.5453,Somalia,358000.0
204,Cubal,-13.1117,14.3672,Angola,357618.0
205,Luena,-11.7918,19.9062,Angola,357413.0
206,Cuito,-12.3833,16.9333,Angola,355423.0
207,Guédiawaye,14.7833,-17.4,Senegal,329659.0
208,António Enes,-16.2333,39.9167,Mozambique,347175.0
209,Wad Medani,14.4,33.5167,Sudan,345290.0
210,Kūstī,13.1667,32.6667,Sudan,345068.0
211,East London,-33.0175,27.9047,South Africa,338627.0
212,Randburg,-26.0936,28.0064,South Africa,337053.0
213,Az Zaqāzīq,30.5667,31.5,Egypt,302840.0
214,Nazrēt,8.5414,39.2689,Ethiopia,324000.0
215,Al Fayyūm,29.3084,30.8441,Egypt,315940.0
216,Blida,36.4722,2.8333,Algeria,331779.0
217,Nakuru,-0.3,36.0667,Kenya,307990.0
218,Lafia,8.5,8.5167,Nigeria,330712.0
219,Taourirt,34.4169,-2.885,Morocco,321876.0
220,Roodepoort,-26.1625,27.8725,South Africa,326416.0
221,Minna,9.6139,6.5569,Nigeria,322163.0
222,Gonder,12.6075,37.4592,Ethiopia,323900.0
223,Kikuyu,-1.25,36.6667,Kenya,323881.0
224,Mekele,13.4969,39.4769,Ethiopia,323700.0
225,Temara,33.9267,-6.9122,Morocco,313510.0
226,Uíge,-7.6167,15.05,Angola,322531.0
227,Okene,7.55,6.2333,Nigeria,320260.0
228,Menongue,-14.6556,17.6842,Angola,320914.0
229,Katsina,12.9889,7.6008,Nigeria,318459.0
230,Maroua,10.5971,14.3157,Cameroon,319941.0
231,Safi,32.2833,-9.2333,Morocco,308508.0
232,Mitchells Plain,-34.0506,18.6181,South Africa,310485.0
233,Bor,6.2125,31.5608,South Sudan,315351.0
234,Port Elizabeth,-33.9581,25.6,South Africa,312392.0
235,Al ‘Ajamī,31.0959,29.7604,Egypt,300000.0
236,Āwasa,7.05,38.4667,Ethiopia,300100.0
237,Awka,6.2,7.0667,Nigeria,301657.0
238,Curepipe,-20.3188,57.5263,Mauritius,299975.0
239,Al Maţarīyah,31.1833,32.0333,Egypt,300000.0
240,Ismailia,30.5833,32.2667,Egypt,293184.0
241,Vila Teixeira da Silva,-12.0072,15.7792,Angola,294494.0
242,Batna,35.55,6.1667,Algeria,290645.0
243,Sekondi,4.9433,-1.704,Ghana,286248.0
244,Sétif,36.19,5.41,Algeria,288461.0
245,Ihosy,-22.4036,46.1258,Madagascar,283047.0
246,Sumbe,-11.2053,13.8417,Angola,279968.0
247,Sfax,34.74,10.76,Tunisia,272801.0
248,Dire Dawa,9.6,41.8667,Ethiopia,277000.0
249,Kafr ad Dawwār,31.1311,30.13,Egypt,262748.0
250,Gabela,-10.85,14.3667,Angola,271843.0
251,Nguru,12.8792,10.4525,Nigeria,270632.0
252,Maradi,13.4833,7.1,Niger,267249.0
253,Gombe,10.2904,11.17,Nigeria,270366.0
254,Aswān,24.0889,32.8997,Egypt,267913.0
255,Bimo,4.2558,18.4042,Central African Republic,267859.0
256,Djelfa,34.6667,3.25,Algeria,265833.0
257,Ed Daein,11.4608,26.1283,Sudan,264734.0
258,Damanhūr,31.0361,30.4694,Egypt,244043.0
259,El Fasher,13.6306,25.35,Sudan,263243.0
260,Annaba,36.9,7.7667,Algeria,257359.0
261,Boksburg,-26.2125,28.2625,South Africa,260321.0
262,Singa,13.15,33.9333,Sudan,259000.0
263,Mişrātah,32.3775,15.092,Libya,259056.0
264,Ndulo,-11.4833,15.8333,Angola,258161.0
265,Germiston,-26.2178,28.1672,South Africa,255863.0
266,Antsirabe,-19.8667,47.0333,Madagascar,257163.0
267,Ondo,7.0833,4.8333,Nigeria,257005.0
268,Damaturu,11.7444,11.9611,Nigeria,255895.0
269,Arua,3.0353,30.9108,Uganda,250000.0
270,Godomè,6.3667,2.35,Benin,253262.0
271,Moçâmedes,-15.1953,12.1508,Angola,255000.0
272,El Geneina,13.45,22.45,Sudan,252744.0
273,Bata,1.865,9.77,Equatorial Guinea,250770.0
274,Al Minyā,28.1194,30.7444,Egypt,236043.0
275,Iwo,7.6333,4.1833,Nigeria,250443.0
276,Al Bayḑā’,32.7664,21.7417,Libya,250000.0
277,Kurmuk,10.55,34.2833,Sudan,250000.0
278,Banikoara,11.3,2.4333,Benin,248621.0
279,Mahajanga,-15.7167,46.3167,Madagascar,246022.0
280,Tanga,-5.0667,39.1,Tanzania,243580.0
281,Bahir Dar,11.6,37.3833,Ethiopia,243300.0
282,Sapele,5.8261,5.6536,Nigeria,242652.0
283,Dagana,16.4833,-15.6,Senegal,241695.0
284,Chimoio,-19.1167,33.45,Mozambique,238976.0
285,Springs,-26.2547,28.4428,South Africa,236083.0
286,Zinder,13.8053,8.9883,Niger,235605.0
287,Centurion,-25.8603,28.1894,South Africa,236580.0
288,Djougou,9.7,1.6667,Benin,237040.0
289,Ganda,-13.0858,14.7417,Angola,235486.0
290,Kasulu,-4.58,30.1,Tanzania,234452.0
291,Bo,7.9564,-11.74,Sierra Leone,233684.0
292,Mambéré,5.5,15.5,Central African Republic,233666.0
293,Damboa,11.15,12.75,Nigeria,233500.0
294,Khénifra,32.9394,-5.6675,Morocco,228567.0
295,Apapa,6.45,3.3667,Nigeria,217362.0
296,Sousse,35.8333,10.6333,Tunisia,221530.0
297,Nyanza,-2.35,29.7333,Rwanda,225209.0
298,Toamasina,-18.15,49.4167,Madagascar,225116.0
299,Mutare,-18.9667,32.6333,Zimbabwe,224802.0
300,Mubi,10.2604,13.2606,Nigeria,225705.0
301,Sandton,-26.107,28.0517,South Africa,222415.0
302,Ijebu-Ode,6.8208,3.9208,Nigeria,222653.0
303,Mallawī,27.7333,30.8333,Egypt,212628.0
304,Rufisque,14.7167,-17.2667,Senegal,221066.0
305,Barra do Dande,-8.4728,13.3731,Angola,222528.0
306,Guéckédou,8.5667,-10.1333,Guinea,221715.0
307,Polokwane,-23.9,29.45,South Africa,220045.0
308,Tchaourou,8.8833,2.6,Benin,221108.0
309,Osisioma,5.1497,7.3303,Nigeria,219632.0
310,Damietta,31.4167,31.8214,Egypt,206664.0
311,Kafue,-15.7667,28.1833,Zambia,219000.0
312,Laâyoune,27.1536,-13.2033,Morocco,217732.0
313,Shashemenē,7.2,38.6,Ethiopia,208368.0
314,Ar Ruseris,11.85,34.3833,Sudan,215857.0
315,Mohammedia,33.6833,-7.3833,Morocco,208612.0
316,Sikasso,11.3167,-5.6667,Mali,213977.0
317,Sidi Bel Abbès,35.2,-0.6333,Algeria,212935.0
318,Limbe,4.0167,9.2167,Cameroon,212474.0
319,Kuje,8.8822,7.2203,Nigeria,212100.0
320,Ashaiman,5.7,-0.0333,Ghana,208060.0
321,Kasangati,0.4378,32.6025,Uganda,207800.0
322,Burutu,5.35,5.5167,Nigeria,209666.0
323,Sunyani,7.3333,-2.3333,Ghana,208496.0
324,Qinā,26.1667,32.7167,Egypt,201191.0
325,Morogoro,-6.8242,37.6633,Tanzania,207000.0
326,Banī Suwayf,29.0667,31.0833,Egypt,193048.0
327,Cidade de Nacala,-14.5428,40.6728,Mozambique,206449.0
328,Parakou,9.35,2.6167,Benin,206667.0
329,Biskra,34.85,5.7333,Algeria,204661.0
330,Zanzibar,-6.165,39.199,Tanzania,205870.0
331,Ziguinchor,12.5833,-16.2667,Senegal,205294.0
332,Kukawa,12.9167,13.5667,Nigeria,203864.0
333,Timayy al Imdīd,30.9438,31.5293,Egypt,201956.0
334,Mazabuka,-15.8467,27.7475,Zambia,203219.0
335,Luxor,25.6833,32.65,Egypt,202232.0
336,Al Khums,32.6497,14.2644,Libya,201943.0
337,El Jadid,33.2333,-8.5,Morocco,194934.0
338,Mai’Adua,13.1906,8.2117,Nigeria,201178.0
339,Néma,16.6167,-7.25,Mauritania,200000.0
340,Soio,-6.1333,12.3667,Angola,200920.0
341,Isanlu,8.1667,5.8,Nigeria,200000.0
342,Az Zāwīyah,32.7522,12.7278,Libya,200000.0
343,Kasama,-10.2117,31.1783,Zambia,200000.0
344,Kouribga,32.8833,-6.9167,Morocco,196196.0
345,Kankan,10.3833,-9.3,Guinea,198013.0
346,Desē,11.1333,39.6333,Ethiopia,187900.0
347,Béni Mellal,32.3394,-6.3608,Morocco,192676.0
348,N’Zérékoré,7.75,-8.8167,Guinea,195027.0
349,Eldoret,0.5167,35.2833,Kenya,193830.0
350,Sūhāj,26.55,31.7,Egypt,193931.0
351,Mbarara,-0.6133,30.6583,Uganda,195013.0
352,Kenema,7.8758,-11.1908,Sierra Leone,188463.0
353,Kajo Kaji,3.8492,31.6578,South Sudan,196000.0
354,Sodo,6.855,37.7808,Ethiopia,194977.0
355,Ārba Minch’,6.0333,37.55,Ethiopia,192043.0
356,Tchitato,-7.345,20.8198,Angola,195136.0
357,Malema,-14.9486,37.4144,Mozambique,195077.0
358,Quelimane,-17.8764,36.8872,Mozambique,192876.0
359,Tébessa,35.4,8.1167,Algeria,194461.0
360,Fianarantsoa,-21.4536,47.0858,Madagascar,191776.0
361,Chibia,-15.1833,13.7,Angola,190670.0
362,Ngaoundéré,7.3167,13.5833,Cameroon,189800.0
363,Klerksdorp,-26.8667,26.6667,South Africa,186515.0
364,Gharyān,32.1697,13.0167,Libya,187854.0
365,Ucu Seles,-11.4047,14.3006,Angola,187127.0
366,Kairouan,35.6772,10.1008,Tunisia,186653.0
367,Shendi,16.6833,33.4333,Sudan,186611.0
368,Shibīn al Kawm,30.5586,31.01,Egypt,177112.0
369,Ed Damazin,11.7667,34.35,Sudan,186051.0
370,Jamaame,0.0667,42.75,Somalia,185270.0
371,Yei,4.0904,30.68,South Sudan,185000.0
372,Siguiri,11.4189,-9.1644,Guinea,183875.0
373,Cuango,-9.1444,18.0464,Angola,183767.0
374,Ongata Rongai,-1.4,36.77,Kenya,172570.0
375,Epe,6.5573,3.9912,Nigeria,181409.0
376,Jīma,7.6667,36.8333,Ethiopia,177900.0
377,Kindia,10.0497,-12.8542,Guinea,181126.0
378,Funtua,11.5204,7.32,Nigeria,180475.0
379,Njeru,0.4311,33.1478,Uganda,178800.0
380,Obuase,6.2,-1.6833,Ghana,180460.0
381,Tiaret,35.3667,1.3167,Algeria,178915.0
382,Hosa’ina,7.55,37.85,Ethiopia,179761.0
383,Mongu,-15.2775,23.1319,Zambia,179585.0
384,Al ‘Arīsh,31.1249,33.8006,Egypt,178651.0
385,Bida,9.0804,6.01,Nigeria,173849.0
386,Kandi,11.1286,2.9369,Benin,177683.0
387,Dundo,-7.3801,20.8351,Angola,177604.0
388,Bejaïa,36.7511,5.0642,Algeria,176139.0
389,Loum,4.718,9.73,Cameroon,177429.0
390,Kadugli,11.0167,29.7167,Sudan,176931.0
391,Saint-Louis,16.0333,-16.5,Senegal,176000.0
392,Biu,10.6111,12.195,Nigeria,176072.0
393,Ait Melloul,30.3342,-9.4972,Morocco,171847.0
394,Habaswein,1.01,39.49,Kenya,174134.0
395,Catumbela,-12.4167,13.5333,Angola,175805.0
396,Harar,9.3111,42.1278,Ethiopia,174994.0
397,Banhā,30.4667,31.1833,Egypt,157701.0
398,Tlemcen,34.8828,-1.3167,Algeria,173531.0
399,Kaolack,14.1389,-16.0764,Senegal,172305.0
400,Cape Coast,5.1,-1.25,Ghana,169894.0
401,Cazanga,-9.3,14.95,Angola,171743.0
402,Makurdi,7.7306,8.5361,Nigeria,170925.0
403,Bordj Bou Arreridj,36.0667,4.7667,Algeria,168346.0
404,Aplahoué,6.9333,1.6833,Benin,170069.0
405,Métouia,33.9667,10.0,Tunisia,170000.0
406,Magwe,4.1333,32.3,South Sudan,169826.0
407,Al Marj,32.5005,20.83,Libya,169540.0
408,Caluquembe,-13.9208,14.5347,Angola,169420.0
409,Toliara,-23.35,43.6667,Madagascar,168756.0
410,Kalalé,10.2953,3.3786,Benin,168882.0
411,Malanville,11.8667,3.3833,Benin,168006.0
412,Catape,-13.7667,15.0833,Angola,167820.0
413,Mukono,0.3533,32.7553,Uganda,161996.0
414,Tabora,-5.0167,32.8,Tanzania,160608.0
415,Skikda,36.8667,6.9,Algeria,163318.0
416,Béchar,31.6333,-2.2,Algeria,165627.0
417,Nador,35.1667,-2.9333,Morocco,161726.0
418,Ebo,-11.0,14.6667,Angola,165129.0
419,Bocoio,-12.4667,14.1333,Angola,164685.0
420,Tema,5.6667,-0.0167,Ghana,161612.0
421,Quibala,-10.7333,14.9833,Angola,163991.0
422,Wau,7.7,28.0,South Sudan,163442.0
423,Kebili,33.705,8.965,Tunisia,163257.0
424,Bhisho,-32.8494,27.4381,South Africa,160997.0
425,Benoni,-26.1883,28.3206,South Africa,158777.0
426,Al Ghardaqah,27.2578,33.8117,Egypt,160901.0
427,Ndalatando,-9.3,14.9167,Angola,161584.0
428,Koudougou,12.25,-2.3667,Burkina Faso,160207.0
429,Ede,7.7389,4.4361,Nigeria,159866.0
430,Jijiga,9.35,42.8,Ethiopia,159300.0
431,George,-33.9667,22.45,South Africa,157394.0
432,Quipungo,-14.8167,14.5167,Angola,158918.0
433,Molo,-0.25,35.7333,Kenya,156732.0
434,Bariadi,-2.7919,33.9894,Tanzania,155620.0
435,El Eulma,36.1528,5.69,Algeria,155038.0
436,Chlef,36.1647,1.3317,Algeria,155134.0
437,Kétou,7.3581,2.6075,Benin,156497.0
438,Kisi,9.0833,3.85,Nigeria,155510.0
439,Gulu,2.7817,32.2992,Uganda,152276.0
440,Souk Ahras,36.2864,7.9511,Algeria,155259.0
441,Middelburg,-25.7684,29.4783,South Africa,154706.0
442,Zango,12.9333,8.5333,Nigeria,154743.0
443,Sasolburg,-26.8142,27.8286,South Africa,153038.0
444,Kafr ash Shaykh,31.1117,30.9458,Egypt,147393.0
445,Kitenkela,-1.5167,36.85,Kenya,154436.0
446,Madīnat as Sādis min Uktūbar,29.9361,30.9269,Egypt,154093.0
447,Lucapa,-8.4228,20.7393,Angola,154305.0
448,Tete,-16.1667,33.6,Mozambique,152909.0
449,Iringa,-7.77,35.69,Tanzania,151345.0
450,Dutse,11.8283,9.3158,Nigeria,153000.0
451,Kiambu,-1.1667,36.8167,Kenya,147870.0
452,Singida,-4.8167,34.75,Tanzania,150379.0
453,Dīla,6.4083,38.3083,Ethiopia,151682.0
454,Bohicon,7.2,2.0667,Benin,149271.0
455,Ramu,3.9375,41.2203,Kenya,143850.0
456,Taza,34.2167,-4.0167,Morocco,148456.0
457,Nek’emtē,9.0833,36.55,Ethiopia,148613.0
458,Al Manāqil,14.25,32.9833,Sudan,151827.0
459,Tororo,0.6928,34.1811,Uganda,150000.0
460,Mzuzu,-11.4581,34.0151,Malawi,150100.0
461,Vryheid,-27.7669,30.8,South Africa,150012.0
462,M’Sila,35.7058,4.5419,Algeria,150000.0
463,Sumbawanga,-7.9667,31.6167,Tanzania,147483.0
464,Auchi,7.0667,6.2667,Nigeria,150000.0
465,Kashikishi,-9.3,28.7167,Zambia,150000.0
466,Potchefstroom,-26.715,27.1033,South Africa,148804.0
467,Chingola,-12.5333,27.85,Zambia,147448.0
468,Mostaganem,35.9333,0.0833,Algeria,145696.0
469,Pemba,-12.9667,40.55,Mozambique,141316.0
470,Disūq,31.1422,30.645,Egypt,143404.0
471,Mbanza Kongo,-6.2667,14.25,Angola,148000.0
472,Nchelenge,-9.3533,28.7403,Zambia,147927.0
473,Malakal,9.55,31.65,South Sudan,147450.0
474,Moshi,-3.3349,37.3404,Tanzania,144739.0
475,Maquela do Zombo,-6.05,15.1167,Angola,146908.0
476,Keren,15.7778,38.4581,Eritrea,146500.0
477,Barrechid,33.2667,-7.5833,Morocco,136634.0
478,Settat,33.0,-7.6167,Morocco,142250.0
479,Gisenyi,-1.7,29.25,Rwanda,136830.0
480,Kumba,4.6333,9.45,Cameroon,144268.0
481,Bizerte,37.2778,9.8639,Tunisia,142966.0
482,Debre Birhan,9.6833,39.5333,Ethiopia,139724.0
483,Bilbays,30.4167,31.5667,Egypt,141285.0
484,Sannār,13.55,33.5833,Sudan,143059.0
485,Lichinga,-13.3167,35.2333,Mozambique,142253.0
486,Moundou,8.5667,16.0833,Chad,142462.0
487,Gweru,-19.4614,29.8022,Zimbabwe,141260.0
488,Namacunde,-17.3,15.85,Angola,142047.0
