,city,lat,lng,country,population
1073,Bonga,7.2667,36.2333,Ethiopia,20858.0
1074,Kotido,3.0061,34.1125,Uganda,22900.0
1075,Ntcheu,-14.8333,34.6667,Malawi,21241.0
1076,Moyo,3.6504,31.72,Uganda,22434.0
1077,Itaosy,-18.9167,47.4667,Madagascar,19041.0
1078,Bedelē,8.45,36.35,Ethiopia,19517.0
1079,Oulad Fraj,32.9667,-8.2333,Morocco,19752.0
1080,Sibut,5.7333,19.0833,Central African Republic,22419.0
1081,Al Qays,28.4833,30.7833,Egypt,20603.0
1082,Mulanje,-16.0258,35.5081,Malawi,20870.0
1083,Jarājūs,25.8681,32.7566,Egypt,20427.0
1084,Bafatá,12.1719,-14.6575,Guinea-Bissau,22501.0
1085,Ahfir,34.9514,-2.1025,Morocco,19630.0
1086,Mouila,-1.8639,11.0575,Gabon,22469.0
1087,Mbaïki,3.8833,18.0,Central African Republic,22166.0
1088,Zāwiyat Razīn,30.4122,30.8536,Egypt,19898.0
1089,São Filipe,14.895,-24.498,Cabo Verde,22227.0
1090,Ghāt,24.9644,10.1781,Libya,22000.0
1091,Opuwo,-18.0556,13.8406,Namibia,20000.0
1092,Dayr Abū Ḩinnis,27.7864,30.905,Egypt,19638.0
1093,Bozoum,6.3172,16.3783,Central African Republic,20665.0
1094,Leicester,8.45,-13.2167,Sierra Leone,18678.0
1095,Maralal,1.1,36.7,Kenya,20841.0
1096,Ghanzi,-21.7,21.65,Botswana,21420.0
1097,Obock,11.9667,43.2833,Djibouti,21200.0
1098,Amdjarass,16.0658,22.8431,Chad,20850.0
1099,Ati,13.2133,18.3381,Chad,20695.0
1100,Gobabis,-22.4333,18.9667,Namibia,19101.0
1101,Zaghouan,36.4,10.15,Tunisia,20387.0
1102,Banī Ḩasan ash Shurūq,27.9314,30.8753,Egypt,18218.0
1103,Bubanza,-3.0833,29.4,Burundi,20031.0
1104,Kimwanyi,0.4533,32.6347,Uganda,15700.0
1105,Eldama Ravine,0.05,35.7167,Kenya,17581.0
1106,Zinvié,6.6167,2.35,Benin,18157.0
1107,Biyahmū,29.3675,30.8528,Egypt,17486.0
1108,Dokolo,1.9186,33.17,Uganda,19810.0
1109,Mwanza,-15.5986,34.5178,Malawi,18039.0
1110,Tidjikja,18.55,-11.4333,Mauritania,19981.0
1111,Fomboni,-12.28,43.7425,Comoros,18277.0
1112,Kapsabet,0.3333,35.1667,Kenya,17918.0
1113,Sironko,1.2306,34.2481,Uganda,18900.0
1114,Ajā,30.9414,31.2942,Egypt,17580.0
1115,Korem,12.5,39.5167,Ethiopia,16856.0
1116,Moroto,2.53,34.67,Uganda,16300.0
1117,Kamwenge,0.1861,30.4539,Uganda,19240.0
1118,Laï,9.4,16.3,Chad,19382.0
1119,Tillabéri,14.212,1.4531,Niger,19262.0
1120,Akassato,6.5,2.3667,Benin,17197.0
1121,Kisoro,-1.285,29.685,Uganda,17561.0
1122,Buikwe,0.3442,33.03,Uganda,18500.0
1123,Bububu,-6.1658,39.1992,Tanzania,15666.0
1124,Ribeira Grande,17.183,-25.065,Cabo Verde,18890.0
1125,Mao,14.1194,15.3133,Chad,19004.0
1126,Hūn,29.1268,15.9477,Libya,18878.0
1127,Kédougou,12.55,-12.1833,Senegal,18860.0
1128,Ambohidrapeto,-18.9,47.4667,Madagascar,15965.0
1129,Bou Djeniba,32.9,-6.7833,Morocco,16030.0
1130,Jwaneng,-24.6019,24.7283,Botswana,18784.0
1131,Tarrafal,15.278,-23.752,Cabo Verde,18561.0
1132,Rwamagana,-1.95,30.4333,Rwanda,18009.0
1133,Goulmima,31.6944,-4.9592,Morocco,16419.0
1134,Mayuge,0.4578,33.48,Uganda,17151.0
1135,Sidi Zouine,31.6706,-8.3508,Morocco,14954.0
1136,Le Hochet,-20.135,57.5211,Mauritius,15034.0
1137,Lyantonde,-0.4069,31.1575,Uganda,16300.0
1138,Ait Yaazem,33.7333,-5.5833,Morocco,16091.0
1139,Torit,4.4081,32.575,South Sudan,17957.0
1140,Porto Novo,17.019,-25.064,Cabo Verde,18028.0
1141,Ngora,1.4575,33.7764,Uganda,17700.0
1142,Anosy Avaratra,-18.8,47.55,Madagascar,15243.0
1143,Kaliro,0.8944,33.4994,Uganda,16796.0
1144,Manafwa,0.9564,34.2844,Uganda,16000.0
1145,Breyten,-26.3,29.9833,South Africa,14347.0
1146,Busembatia,0.775,33.625,Uganda,14431.0
1147,Matam,15.6167,-13.3333,Senegal,17324.0
1148,Birqāsh,30.1692,31.0417,Egypt,14172.0
1149,Marsabit,2.3333,37.9833,Kenya,17127.0
1150,Illizi,26.508,8.4829,Algeria,17252.0
1151,Primrose,-26.1833,28.1667,South Africa,14024.0
1152,Makokou,0.5667,12.8667,Gabon,17070.0
1153,Lodwar,3.1167,35.6,Kenya,16981.0
1154,Ntungamo,-0.8819,30.2653,Uganda,16400.0
1155,Keetmanshoop,-26.5786,18.1333,Namibia,16800.0
1156,Oulad Hamdane,32.3333,-6.3667,Morocco,11577.0
1157,Greenville,5.0167,-9.0333,Liberia,16434.0
1158,Sendafa,9.15,39.0333,Ethiopia,12298.0
1159,Bordj Mokhtar,21.3289,0.9542,Algeria,16437.0
1160,Moussoro,13.6333,16.4833,Chad,16349.0
1161,Mahikeng,-25.8656,25.6436,South Africa,15117.0
1162,Massakory,13.0,15.7333,Chad,16237.0
1163,Naama,33.2678,-0.3111,Algeria,16251.0
1164,Koulamoutou,-1.1333,12.4833,Gabon,16222.0
1165,Kerugoya,-0.5,37.2833,Kenya,14056.0
1166,Barentu,15.1167,37.6,Eritrea,15891.0
1167,Aleg,17.05,-13.9167,Mauritania,15521.0
1168,Lwengo,-0.3911,31.4606,Uganda,15527.0
1169,Targuist,34.95,-4.3,Morocco,13390.0
1170,Hévié,6.4167,2.25,Benin,13450.0
1171,Seïada,35.67,10.9,Tunisia,12708.0
1172,Gombe,0.1811,32.1142,Uganda,15196.0
1173,Kapchorwa,1.4,34.45,Uganda,12900.0
1174,Kanungu,-0.8969,29.7756,Uganda,15056.0
1175,Zombo,2.5131,30.9081,Uganda,15000.0
1176,Namanga,-2.55,36.7833,Kenya,13193.0
1177,Bou Fekrane,33.7667,-5.4833,Morocco,12941.0
1178,Chinsali,-10.5522,32.0692,Zambia,15198.0
1179,Quthing,-30.4001,27.7002,Lesotho,15000.0
1180,Kidal,18.4389,1.4083,Mali,15086.0
1181,Gwanda,-20.9389,29.0186,Zimbabwe,14450.0
1182,Nalerigu,10.5333,-0.3667,Ghana,14927.0
1183,Forécariah,9.43,-13.098,Guinea,12358.0
1184,El Menzel,33.8389,-4.5458,Morocco,12641.0
1185,Tadjourah,11.7833,42.8833,Djibouti,14820.0
1186,Boumia,32.7228,-5.1053,Morocco,12444.0
1187,Oulad Ayyad,32.3333,-6.3833,Morocco,9566.0
1188,Belobaka,-15.6833,46.4167,Madagascar,12000.0
1189,Djanet,24.555,9.4853,Algeria,14655.0
1190,Oyam,2.235,32.385,Uganda,14500.0
1191,Soalandy,-18.9903,47.5,Madagascar,11719.0
1192,Ar Rommani,33.5333,-6.6167,Morocco,12297.0
1193,Kaabong,3.52,34.12,Uganda,13400.0
1194,Negēlē,5.3167,39.5833,Ethiopia,11772.0
1195,Bukedea,1.3475,34.0444,Uganda,13900.0
1196,Dishāshah,28.9831,30.8492,Egypt,11844.0
1197,Mīt Damsīs,30.8267,31.2226,Egypt,11528.0
1198,Kibiito,0.4775,30.1925,Uganda,12984.0
1199,Kumi,1.4608,33.9361,Uganda,13000.0
1200,Ndélé,8.4092,20.6531,Central African Republic,13704.0
1201,Boudenib,31.9497,-3.6078,Morocco,11373.0
1202,Mariental,-24.6333,17.9667,Namibia,12478.0
1203,Kibuye,-2.0617,29.3483,Rwanda,12325.0
1204,Tubmanburg,6.8667,-10.8167,Liberia,13114.0
1205,Amolatar,1.635,32.825,Uganda,12900.0
1206,Serere,1.5,33.55,Uganda,12700.0
1207,Obo,5.4,26.5,Central African Republic,12887.0
1208,Aţ Ţūr,28.2417,33.6222,Egypt,12733.0
1209,Kanoni,0.1728,31.9058,Uganda,12439.0
1210,Qufādah,28.5812,30.7554,Egypt,9948.0
1211,Ganvié,6.4667,2.4167,Benin,10280.0
1212,Khunays,35.7122,10.8167,Tunisia,10000.0
1213,Ga-Kgapane,-23.649,30.226,South Africa,9879.0
1214,Assomada,15.096,-23.667,Cabo Verde,12026.0
1215,Ouédo,6.4833,2.45,Benin,10067.0
1216,Aioun,16.6667,-9.6167,Mauritania,11867.0
1217,Robertsport,6.75,-11.3667,Liberia,11969.0
1218,Nakasongola,1.315,32.465,Uganda,11700.0
1219,Biltine,14.5275,20.9267,Chad,11840.0
1220,Bol,13.46,14.74,Chad,11700.0
1221,Sanniquellie,7.3622,-8.7061,Liberia,11415.0
1222,Shanhūr,25.8604,32.7779,Egypt,9314.0
1223,Akjoujt,19.75,-14.3833,Mauritania,11235.0
1224,Dayr as Sanqūrīyah,28.4833,30.65,Egypt,8911.0
1225,Karuzi,-3.1,30.1667,Burundi,10705.0
1226,Beni Abbès,30.08,-2.1,Algeria,10885.0
1227,Amuru,2.8186,31.8642,Uganda,10800.0
1228,Kirundo,-2.59,30.09,Burundi,10024.0
1229,Santana,0.2583,6.7417,Sao Tome and Principe,10290.0
1230,Bukomansimbi,-0.1667,31.6186,Uganda,10000.0
1231,Butha-Buthe,-28.7833,28.2333,Lesotho,10000.0
1232,Bududa,1.01,34.3317,Uganda,8700.0
1233,Kwale,-4.1744,39.4603,Kenya,10063.0
1234,Birao,10.294,22.782,Central African Republic,10178.0
1235,Muyinga,-2.85,30.3333,Burundi,9609.0
1236,Neves,0.3592,6.5517,Sao Tome and Principe,10068.0
1237,Katakwi,1.915,33.955,Uganda,9100.0
1238,Bulisa,2.1217,31.4156,Uganda,9500.0
1239,Makamba,-4.1333,29.8,Burundi,9396.0
1240,Tshabong,-26.02,22.4056,Botswana,9679.0
1241,Pedra Badejo,15.137,-23.534,Cabo Verde,9530.0
1242,Ntchisi,-13.3667,34.0,Malawi,9357.0
1243,Kasane,-17.8167,25.15,Botswana,9250.0
1244,Evinayong,1.45,10.5667,Equatorial Guinea,9155.0
1245,Amuria,2.03,33.6431,Uganda,8900.0
1246,Thyolo,-16.0667,35.1333,Malawi,7029.0
1247,Mokhotlong,-29.2885,29.0656,Lesotho,8809.0
1248,Rakai,-0.71,31.405,Uganda,8500.0
1249,Buba,11.5833,-15.0,Guinea-Bissau,8556.0
1250,Rubirizi,-0.2661,30.1069,Uganda,8204.0
1251,Phalombe,-15.8033,35.6533,Malawi,6242.0
1252,Tevragh Zeina,18.0994,-15.9761,Mauritania,
1253,Alebtong,2.25,33.315,Uganda,7900.0
1254,Sembabule,-0.08,31.46,Uganda,7800.0
1255,Guadalupe,0.38,6.6381,Sao Tome and Principe,7604.0
1256,Bentiu,9.26,29.8,South Sudan,7781.0
1257,Dowa,-13.6667,33.9167,Malawi,7135.0
1258,Luba,3.45,8.55,Equatorial Guinea,7739.0
1259,Ruyigi,-3.4833,30.25,Burundi,7139.0
1260,Mobaye,4.3167,21.1833,Central African Republic,7176.0
1261,Mongomo,1.6287,11.3168,Equatorial Guinea,7251.0
1262,Hola,-1.5,40.0333,Kenya,6931.0
1263,Trindade,0.3,6.6833,Sao Tome and Principe,6636.0
1264,In Guezzam,19.5686,5.7722,Algeria,7045.0
1265,Kiruhura,-0.21,30.83,Uganda,6900.0
1266,Sal Rei,16.177,-22.918,Cabo Verde,6357.0
1267,Eenhana,-17.4658,16.3369,Namibia,5528.0
1268,Mitoma,-0.615,30.045,Uganda,6000.0
1269,Espargos,16.756,-22.946,Cabo Verde,6173.0
1270,Rutana,-3.9167,30.0,Burundi,5865.0
1271,Muramvya,-3.25,29.6,Burundi,5458.0
1272,Mwatate,-3.5047,38.3778,Kenya,5551.0
1273,Outapi,-17.5167,15.0,Namibia,4606.0
1274,Masunga,-20.6667,27.4167,Botswana,5696.0
1275,Cacheu,12.2667,-16.1667,Guinea-Bissau,5674.0
1276,Thaba-Tseka,-29.5333,28.6,Lesotho,5423.0
1277,Napak,2.1156,34.2267,Uganda,5278.0
1278,Kalangala,-0.3214,32.2919,Uganda,5200.0
1279,Tarrafal,16.566,-24.357,Cabo Verde,5237.0
1280,Palé,-1.4069,5.6322,Equatorial Guinea,5008.0
1281,Bu’aale,1.0833,42.5833,Somalia,5000.0
1282,Bolama,11.5767,-15.4828,Guinea-Bissau,4819.0
1283,Ponta do Sol,17.202,-25.093,Cabo Verde,4738.0
1284,Bururi,-3.95,29.6167,Burundi,4478.0
1285,João Teves,15.068,-23.589,Cabo Verde,
1286,Nwoya,2.635,32.0,Uganda,4295.0
1287,Bensonville,6.4456,-10.6097,Liberia,4089.0
1288,Calheta de São Miguel,15.186,-23.593,Cabo Verde,4123.0
1289,Butalangu,0.8228,32.2428,Uganda,3873.0
1290,Kaberamaido,1.7667,33.1522,Uganda,3400.0
1291,Omuthiya,-18.3606,16.5812,Namibia,3794.0
1292,Cankuzo,-3.2194,30.5528,Burundi,3624.0
1293,Massenya,11.4,16.1667,Chad,3680.0
1294,São João dos Angolares,0.1333,6.65,Sao Tome and Principe,3605.0
1295,Fish Town,5.1964,-7.8756,Liberia,3328.0
1296,Balaka,-14.9889,34.9591,Malawi,
1297,Porto Inglês,15.138,-23.211,Cabo Verde,3056.0
1298,Sowa Town,-20.5636,26.2244,Botswana,2914.0
1299,Bopolu,7.0667,-10.4875,Liberia,2908.0
1300,São Domingos,15.028,-23.563,Cabo Verde,2818.0
1301,Barclayville,4.6797,-8.2339,Liberia,2733.0
1302,Amudat,1.9522,34.9444,Uganda,1900.0
1303,Cestos City,5.4667,-9.5833,Liberia,2578.0
1304,Kabarnet,0.494,35.744,Kenya,
1305,Cidade Velha,14.916,-23.606,Cabo Verde,2148.0
1306,Migori,-1.0634,34.4731,Kenya,
1307,Chiradzulu,-15.7,35.1833,Malawi,1580.0
1308,Damongo,9.0833,-1.8167,Ghana,2014.0
1309,Djibloho,1.5889,10.8225,Equatorial Guinea,2000.0
1310,Nyamira,-0.5633,34.9358,Kenya,
1311,Machinga,-14.9667,35.5167,Malawi,1418.0
1312,Sotik Post,-0.7813,35.3416,Kenya,
1313,Murang’a,-0.7167,37.15,Kenya,
1314,Santo António,1.6367,7.4178,Sao Tome and Principe,1300.0
1315,Neno,-15.3981,34.6534,Malawi,
1316,Isale,-3.3444,29.4833,Burundi,
1317,Siaya,0.0667,34.2833,Kenya,
1318,Mahonda,-5.9897,39.2519,Tanzania,
1319,Chikwawa,-16.035,34.801,Malawi,
1320,Namutumba,0.8363,33.6858,Uganda,
1321,Asaba,6.1833,6.75,Nigeria,
1322,Aïn Defla,36.2583,1.9583,Algeria,
1323,Bukwo,1.2928,34.7531,Uganda,
1324,Nkurenkuru,-17.6167,18.6,Namibia,618.0
1325,Kapenguria,1.2333,35.1167,Kenya,
1326,Yenagoa,4.9267,6.2676,Nigeria,
1327,Maracha,3.2883,30.9408,Uganda,
1328,Picos,15.083,-23.632,Cabo Verde,
1329,Binyin,1.4175,34.5344,Uganda,
1330,Mila,36.4481,6.2622,Algeria,
1331,Bulambuli,1.16,34.3967,Uganda,
1332,Vwawa,-9.1081,32.9347,Tanzania,
1333,Namayingo,0.2398,33.8849,Uganda,
1334,Butebo,1.1944,33.9222,Uganda,
1335,Koani,-6.1333,39.2833,Tanzania,
1336,Busesa,0.6263,33.6003,Uganda,
1337,Dhuusamarreeb,5.535,46.3861,Somalia,447.0
1338,Dogbo,6.8167,1.7833,Benin,
1339,Luuka Town,0.7642,33.3319,Uganda,
1340,Abakaliki,6.3249,8.1137,Nigeria,
1341,Pombas,17.149,-25.015,Cabo Verde,
1342,Nsiika,-0.2958,30.3433,Uganda,
1343,Rubanda,-1.1864,29.8433,Uganda,
1344,Ntara,0.0047,30.3661,Uganda,
1345,Kalungu,-0.1681,31.76,Uganda,
1346,Nelspruit,-25.4745,30.9703,South Africa,
1347,Bupoto,0.9061,34.3578,Uganda,
1348,Kole,2.4286,32.8011,Uganda,
1349,Narok,-1.0833,35.8667,Kenya,
1350,Ouled Djellal,34.4167,5.0667,Algeria,
1351,Mparo,-1.1844,30.0544,Uganda,
1352,Ol Kalou,-0.273,36.378,Kenya,
1353,Kasanda,0.5467,31.8197,Uganda,
1354,Kasaali,-0.6167,31.55,Uganda,
1355,Kakumiro,0.7811,31.3231,Uganda,
1356,Kinoni,-0.6583,30.4581,Uganda,
1357,Kibingo,-0.57,30.415,Uganda,
1358,Kara,9.5511,1.1861,Togo,
1359,Kalaki,1.816,33.337,Uganda,
1360,Rabak,13.185,32.744,Sudan,
1361,Sefwi Wiawso,6.2158,-2.485,Ghana,
1362,Palenga,2.5764,32.3544,Uganda,
1363,Lamwo,3.53,32.8,Uganda,
1364,Agago,2.9847,33.3306,Uganda,
1365,Boorama,9.9361,43.1828,Somalia,
1366,Dambai,8.0689,0.1792,Ghana,
1367,Goaso,6.8,-2.5167,Ghana,
1368,Gaoua,10.2992,-3.2508,Burkina Faso,
1369,Nabilatuk,2.0525,34.5734,Uganda,
1370,Nova Sintra,14.871,-24.696,Cabo Verde,
1371,Sédhiou,12.7,-15.55,Senegal,
1372,Igreja,15.0339,-24.325,Cabo Verde,
1373,Qacha’s Nek,-30.1167,28.6833,Lesotho,
1374,Pala,9.3646,14.9073,Chad,
1375,Pader,3.05,33.2167,Uganda,
1376,Otuke,2.4442,33.5028,Uganda,
1377,El Meghaïer,33.9506,5.9242,Algeria,
1378,Nakapiripirit,1.9167,34.7833,Uganda,
1379,Ribeira Brava,16.615,-24.299,Cabo Verde,
1380,Cova Figueira,14.89,-24.294,Cabo Verde,
1381,Kyankwanzi,1.2,31.8,Uganda,
1382,El Fula,11.7175,28.34,Sudan,
1383,Lupane,-18.9315,27.807,Zimbabwe,
1384,Laascaanood,8.4774,47.3597,Somalia,
1385,Ntoroko,1.05,30.535,Uganda,
1386,Ceerigaabo,10.6162,47.3679,Somalia,
1387,Idrī,27.4471,13.0517,Libya,
1388,Bardaï,21.3533,17.0003,Chad,
1389,Kitamilo,0.2367,33.27,Uganda,
1390,Pouytenga,12.25,-0.4333,Burkina Faso,99950.0
1391,Debre Zeyit,8.75,38.9833,Ethiopia,99928.0
1392,Dzolokpuita,6.7862,0.4437,Ghana,100000.0
1393,Gwelej,14.75,36.7167,Eritrea,100000.0
1394,Babīlē,9.2167,42.3333,Ethiopia,100000.0
1395,Ra’s Ghārib,28.3597,33.0775,Egypt,100000.0
1396,Al Jammālīyah,31.1792,31.8648,Egypt,97682.0
1397,Ifakara,-8.1,36.6833,Tanzania,99000.0
1398,Weldiya,11.8306,39.6,Ethiopia,98911.0
1399,Es Senia,35.6478,-0.6239,Algeria,96928.0
1400,Kontagora,10.403,5.473,Nigeria,98754.0
1401,Worcester,-33.645,19.4436,South Africa,97098.0
1402,Iseyin,7.9667,3.6,Nigeria,98071.0
1403,Adjarra,6.5333,2.6667,Benin,97424.0
1404,Oodweyne,9.4,45.0667,Somalia,98131.0
1405,Hammamet,36.4,10.6167,Tunisia,97579.0
1406,Quilenda,-10.6333,14.3333,Angola,97648.0
1407,Vanderbijlpark,-26.6992,27.8356,South Africa,95840.0
1408,Kimilili,0.7833,34.7167,Kenya,94927.0
1409,Kelo,9.31,15.81,Chad,96224.0
1410,Shirē,14.1,38.2833,Ethiopia,95491.0
1411,Bogo,10.7361,14.6108,Cameroon,95230.0
1412,Kwekwe,-18.9167,29.8167,Zimbabwe,93072.0
1413,Bafang,5.15,10.1833,Cameroon,93145.0
1414,Samālūţ,28.3097,30.7108,Egypt,91475.0
1415,Wukari,7.8704,9.78,Nigeria,92933.0
1416,Kilosa,-6.83,36.9875,Tanzania,91889.0
1417,Foumban,5.7167,10.9167,Cameroon,92673.0
1418,Grahamstown,-33.2996,26.52,South Africa,91548.0
1419,Kendu Bay,-0.3596,34.64,Kenya,91248.0
1420,Ambohimangakely,-18.9167,47.6,Madagascar,91056.0
1421,Sinendé,10.3447,2.3792,Benin,91672.0
1422,Yao,12.8508,17.5608,Chad,91507.0
1423,Caimbambo,-12.9,14.0833,Angola,90838.0
1424,Cambambe,-9.7586,14.5122,Angola,90766.0
1425,Chililabombwe,-12.3667,27.8278,Zambia,90530.0
1426,Richard-Toll,16.4667,-15.6833,Senegal,90000.0
1427,Uacu Cungo,-11.3583,15.1194,Angola,90000.0
1428,Luau,-10.7044,22.2283,Angola,90000.0
1429,Barwaaqo,3.4833,42.1833,Somalia,90000.0
1430,Afmadow,0.5156,42.0733,Somalia,90000.0
1431,Conda,-11.1667,14.5,Angola,89479.0
1432,Gitarama,-2.0696,29.76,Rwanda,87613.0
1433,Caracase,3.7533,42.5442,Somalia,89345.0
1434,Toviklin,6.8333,1.8167,Benin,88611.0
1435,Léré,9.77,14.15,Chad,89237.0
1436,Ségbana,10.9278,3.6944,Benin,89268.0
1437,Humpata,-15.0725,13.3678,Angola,89144.0
1438,Aïn M’Lila,36.0367,6.5719,Algeria,88441.0
1439,Sakiet ez Zit,34.8,10.77,Tunisia,87512.0
1440,Norton,-17.8833,30.7,Zimbabwe,87038.0
1441,Janzūr,32.8172,13.0111,Libya,88073.0
1442,Wislane,30.2167,-8.3833,Morocco,87910.0
1443,Koidu-Bulma,8.4405,-10.85,Sierra Leone,87539.0
1444,Denan,6.5,43.5,Ethiopia,87380.0
1445,Tiflet,33.8931,-6.3069,Morocco,86709.0
1446,Chongoroi,-13.5667,13.95,Angola,87278.0
1447,Bi’r al ‘Abd,31.0181,33.0111,Egypt,87219.0
1448,Houndé,11.5,-3.5167,Burkina Faso,87154.0
1449,Ad Diwem,14.0,32.3167,Sudan,87068.0
1450,Widekum,5.8717,9.7706,Cameroon,86822.0
1451,Longonjo,-12.9067,15.1864,Angola,86795.0
1452,Keffi,8.8464,7.8733,Nigeria,85911.0
1453,Yabēlo,4.8833,38.0833,Ethiopia,86400.0
1454,Potiskum,11.7104,11.08,Nigeria,86002.0
1455,Khemis Miliana,36.26,2.2,Algeria,84574.0
1456,Warder,6.9667,45.35,Ethiopia,85400.0
1457,Maga,10.85,14.9333,Cameroon,85100.0
1458,Walvisbaai,-22.9561,14.5081,Namibia,85000.0
1459,Sambava,-14.2667,50.1667,Madagascar,84039.0
1460,Guider,9.9342,13.9486,Cameroon,84647.0
1461,Chirundu,-16.05,28.8333,Zambia,84750.0
1462,El Milia,36.75,6.2667,Algeria,83931.0
1463,Lqoliaa,30.2908,-9.4661,Morocco,83235.0
1464,Buuhoodle,8.2311,46.3267,Somalia,83747.0
1465,Lafey,3.1508,41.1864,Kenya,83457.0
1466,Boukoumbé,10.1833,1.1,Benin,83147.0
1467,Chelghoum el Aïd,36.1667,6.1667,Algeria,82560.0
1468,Ufeyn,10.65,49.75,Somalia,82850.0
1469,Athi River,-1.45,36.9833,Kenya,81302.0
1470,Sefrou,33.83,-4.83,Morocco,79887.0
1471,Taroudannt,30.471,-8.8806,Morocco,80149.0
1472,Ahenkro,7.1164,0.3242,Ghana,80813.0
1473,Randfontein,-26.1797,27.7042,South Africa,80492.0
1474,Bafut,6.0833,10.1,Cameroon,80305.0
1475,Ādīgala,10.4236,42.2333,Ethiopia,80440.0
1476,Calandala,-9.0667,17.9,Angola,80415.0
1477,Uvinza,-5.1036,30.3911,Tanzania,80350.0
1478,Mbalmayo,3.5167,11.5,Cameroon,80206.0
1479,Zarzis,33.5,11.1167,Tunisia,80000.0
1480,Meïganga,6.53,14.37,Cameroon,80100.0
1481,Masallātah,32.5822,14.04,Libya,80000.0
1482,Capenda Camulemba,-9.5647,18.7633,Angola,80000.0
1483,Ben Gardane,33.1389,11.2167,Tunisia,79912.0
1484,Idah,7.0833,6.75,Nigeria,79815.0
1485,Kadoma,-18.34,29.9,Zimbabwe,79174.0
1486,Eséka,3.65,10.7667,Cameroon,79500.0
1487,Afgooye,2.1413,45.1169,Somalia,79400.0
1488,Madīnat as Sādāt,30.3811,30.5266,Egypt,79000.0
1489,Pèrèrè,9.7994,2.9928,Benin,78988.0
1490,Cuamba,-14.8167,36.55,Mozambique,79013.0
1491,Essaouira,31.5131,-9.7697,Morocco,77966.0
1492,Dondo,-19.6167,34.75,Mozambique,78648.0
1493,Arlit,18.7333,7.3833,Niger,78651.0
1494,Kuvango,-14.4667,16.3,Angola,78543.0
1495,Péhonko,10.2283,2.0019,Benin,78217.0
1496,Chitembo,-13.5167,16.7667,Angola,78156.0
1497,Numan,9.4536,11.8367,Nigeria,77617.0
1498,Khemis el Khechna,36.65,3.3306,Algeria,76474.0
1499,Armant,25.6167,32.5333,Egypt,76457.0
1500,Montepuez,-13.1167,39.0,Mozambique,76139.0
1501,Ait Ali,30.1765,-9.4886,Morocco,76646.0
1502,Dschang,5.45,10.0667,Cameroon,76524.0
1503,So-Awa,6.4667,2.4167,Benin,76315.0
1504,Houmt Souk,33.8667,10.85,Tunisia,75904.0
1505,Gbawe,5.5767,-0.3108,Ghana,74403.0
1506,Iju,6.6107,3.0857,Nigeria,75000.0
1507,Tiznit,29.7167,-9.7167,Morocco,74699.0
1508,Bombo,0.5778,32.545,Uganda,75000.0
1509,Wisil,5.4333,48.1167,Somalia,75000.0
1510,Toffo,6.85,2.0833,Benin,74717.0
1511,Péda-Houéyogbé,6.45,1.9333,Benin,74492.0
1512,Tanguiéta,10.6167,1.2667,Benin,74675.0
1513,Standerton,-26.95,29.25,South Africa,74021.0
1514,Ouaké,9.6617,1.3847,Benin,74289.0
1515,Sharm ash Shaykh,27.9122,34.3297,Egypt,74000.0
1516,Cunhinga,-12.2333,16.7833,Angola,73826.0
1517,Bawku,11.05,-0.2333,Ghana,73594.0
1518,El Hamma,33.8864,9.7951,Tunisia,73512.0
1519,Brakpan,-26.2353,28.37,South Africa,73080.0
1520,Tokār,18.4253,37.7292,Sudan,73202.0
1521,Tan-Tan,28.4333,-11.1,Morocco,73209.0
1522,Sotik,-0.68,35.12,Kenya,71285.0
1523,Yafran,32.0629,12.5267,Libya,72662.0
1524,Zogbodomé,7.0833,2.1,Benin,72338.0
1525,Farshūţ,26.0549,32.164,Egypt,70250.0
1526,Tibati,6.4667,12.6333,Cameroon,72081.0
1527,Belo Tsiribihina,-19.7,44.55,Madagascar,72000.0
1528,Kawm Umbū,24.4667,32.95,Egypt,71596.0
1529,Dondo,-9.6942,14.4228,Angola,71715.0
1530,Konongo,6.6167,-1.2167,Ghana,71238.0
1531,Warzat,30.9167,-6.9167,Morocco,71067.0
1532,Melong,5.1211,9.9528,Cameroon,71189.0
1533,Entebbe,0.05,32.46,Uganda,69958.0
1534,Thohoyandou,-22.95,30.4833,South Africa,69453.0
1535,Djemmal,35.64,10.76,Tunisia,70587.0
1536,Kopargo,9.8375,1.5481,Benin,70938.0
1537,Ejura,7.3833,-1.3667,Ghana,70807.0
1538,Xangongo,-16.7467,14.9747,Angola,70568.0
1539,Togoch’alē,9.6014,43.3361,Ethiopia,70450.0
1540,Būr Fu’ād,31.25,32.3167,Egypt,70417.0
1541,Bopa,6.5833,1.9833,Benin,70268.0
1542,Imerintsiatosika,-18.9833,47.3167,Madagascar,69953.0
1543,Cahama,-16.2833,14.3167,Angola,70061.0
1544,Badhan,10.7139,48.3347,Somalia,70000.0
1545,Nikki,9.9333,3.2083,Benin,69970.0
1546,Isnā,25.3,32.55,Egypt,68656.0
1547,Saldanha,-32.9978,17.9456,South Africa,68284.0
1548,Korba,36.5667,10.8667,Tunisia,68966.0
1549,Bafia,4.75,11.2167,Cameroon,69270.0
1550,Kamsar,10.65,-14.6167,Guinea,68999.0
1551,Mocuba,-16.85,36.9833,Mozambique,69045.0
1552,Renk,11.83,32.8,South Sudan,69079.0
1553,Mocuba,-16.8496,38.26,Mozambique,68984.0
1554,Wum,6.3833,10.0667,Cameroon,68836.0
